"BehaviorSpace results (NetLogo 5.1.0)"
"Denny_mort_3.7.nlogo"
"Experiment_1"
"10/05/2015 07:12:09:589 +0100"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"0","99","0","99"
"[run number]","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52","53","54","55","56","57","58","59","60","61","62","63","64","65","66","67","68","69","70","71","72","73","74","75","76","77","78","79","80","81","82","83","84","85","86","87","88","89","90","91","92","93","94","95","96","97","98","99","100","101","102","103","104","105","106","107","108","109","110","111","112","113","114","115","116","117","118","119","120","121","122","123","124","125","126","127","128","129","130","131","132"
,"58.028887438030736","58.35901230808571","53.24748362297493","52.434587704814426","48.233088352208895","46.20978141500913","39.5346332736886","43.624105022485395","46.74035770531106","30.136382867069763","30.761267954975573","26.742847659903706","19.328794676362328","26.72697701794626","23.572128638452984","27.334546994626443","24.80845716264196","25.913042822626917","32.84084518109898","24.02443497140342","27.538190388602764","30.077579174023228","13.012476820329509","18.721871777487376","19.243754668405796","25.989306691721243","25.446311553635894","31.770681978354887","19.928668960272542","32.84036989841883","26.962359454021026","31.68181889236898","14.667608178117778","58.05458332266171","56.812418124447376","54.14417031833652","55.796650885357444","54.85788486001495","53.38315823761587","40.208963895576915","44.37384513018926","37.50348573074219","33.121160184278956","30.148646746731966","27.96973037033718","35.12028925556065","28.735652494064436","23.832208975190444","24.889526097112114","22.038935289143378","27.869101353510874","23.17235084800538","29.157012080732084","23.78414184109455","20.21061300412061","31.86271872138762","30.454000269301723","18.06486087230811","27.752575827537147","25.894995358373166","23.09141688916773","20.598823170619475","25.65586301318839","27.807344382308052","30.427590488734214","23.45467243146657","58.18116539200005","61.46963019155031","54.97548100617643","55.45036442918784","52.89796696816419","53.29861951163682","45.547822744371295","46.76990676030638","46.750449710903005","28.434867502722344","36.320683497459356","40.44278135545119","31.87348960487089","37.61105136609411","35.54419884756889","32.257737480389906","28.313830325527558","28.531313254238476","33.4714837211878","31.606583331595232","35.95634047197852","38.19496052494177","29.743719740366842","23.67629240938456","24.46658330964634","27.48353232578175","33.393786217571765","27.451346698105052","17.23361970352271","24.15005983818662","36.316192168448076","35.52651181425639","30.426078344742823","56.90426972041995","60.51308703202069","56.32497206408811","50.975929526275465","50.35567762259664","52.62428688434032","43.942708434229225","42.10180783930496","43.02265489270146","37.80307518019913","26.893143433304562","38.08347651223865","40.71210713124055","29.61623548678813","25.1020785848048","30.679381018596807","25.37320668674239","36.2833045011155","31.601518021438157","27.64623416354449","32.10131133082821","31.08450527146779","29.141338031114373","34.75272261441307","34.50102806542292","31.829568997084515","27.206859755211116","28.628013047755047","33.340822152921305","38.203456742959304","31.64592708557637","36.383872185370734","24.32168947377673"
,"58.33538671838294","58.27012516646141","53.88932435319358","52.598009019313736","48.50350393472931","46.67737433864498","39.80373199266388","43.40659325448079","46.78397327872845","29.067763605128224","30.55627541219455","26.866124530688854","19.47475888005294","26.581265468294838","23.606130921375843","27.509452299859884","24.998236881409312","25.582906826448763","32.099757134774485","23.72070208749392","27.596452940194563","30.361862974524136","12.932906906471679","18.50065037562046","19.51838702828082","26.043826905130423","25.767036374036273","31.87285264655797","18.555587995256523","33.24522270767744","27.117062959962734","31.630189057244213","14.50550930238063","58.12458088928178","56.47438787557355","53.61598163924928","55.63645719718253","55.24187524264629","53.54982011183721","40.4181499145051","44.36447920650047","37.461317925808565","33.164451566150206","30.429354596654886","28.1253960477815","35.48763441050697","28.598018783199105","24.191351861404268","24.554906655322696","20.242006066620405","28.09513899383303","22.987655072964774","29.14233144622","22.748278435208483","19.92468325387051","31.87679362872627","29.881139208239542","18.20438319782913","27.641791567040904","26.254739932984418","23.194631813518924","20.015296408740895","25.75775011624243","28.009211844971166","30.41635958648132","23.290656391305326","57.322707332601595","61.346609996193486","55.54659162268923","55.92259299526051","52.76690035458461","52.632470530655226","46.34842496904933","46.948413831598295","46.04212284359132","28.48198341968812","36.63083922208641","40.64085249005465","32.358571536609986","37.8448398099401","35.83290195168444","31.633856275048494","27.904781247824825","27.96216929645585","33.88095397797597","30.919064917690754","35.893038112042106","38.45017680759943","28.948474418577785","23.850408698128547","24.66753536007649","27.688219627055812","33.45758316056079","27.493982744178684","17.4089312742186","24.31367894367063","36.68241982702784","34.9823897696188","30.116831417303906","56.85247010069813","59.876496754352154","56.30387375955097","51.33490995854101","50.07143379409669","52.20680910981166","44.37653529743202","42.492282615796874","43.15723989469398","37.74350021386647","26.69751834284168","37.79215571794555","40.28988740206605","29.648874003428094","25.257112286766738","30.931665286113184","25.70876310259504","36.54385897597317","31.964384207006567","27.92672370958413","32.28210016542208","30.599780563058488","28.04238271168219","34.57633134609462","34.37628460757755","32.139798392115125","27.293334578115356","28.79622501542586","33.7543779911515","37.67157890334802","31.988518425251915","36.036681085562414","24.46154949931028"
,"58.092473242060166","57.883489140683444","53.64716326175308","53.08860547020898","48.03767399641861","47.02729444644926","39.90912381164289","43.61384865783813","46.89901609871955","29.380301079796087","30.393388124517543","26.84069204796321","17.01494079757616","26.86703309162646","23.37075820624397","27.87322955628402","25.202471980570994","23.524831110293878","31.569674370691505","23.657898131058392","27.11780888188436","30.209221283427514","13.042563452525142","18.66123969555928","19.42705268769365","26.08513531043578","26.07716573564823","31.822409935721698","18.73218854239777","33.47298154314964","26.80986401907672","31.617952073433067","14.56961308984428","58.14525030061972","55.74172391897418","53.631186308089596","55.80480357923517","55.42209368122463","53.72716779402694","40.59310378823509","44.846764699408055","37.24320592675095","33.52461415486959","30.157876761465403","28.506964929789774","35.536759074064044","27.39880098150572","24.182989553559352","24.138222476715228","19.832696926079773","27.23456454165347","22.309484315631412","28.957453271516812","22.920118193489326","20.03824523896342","31.904306192512045","28.46930497591701","17.954064089087822","27.21581376722219","26.40226850635252","23.372542032065457","19.25200582891849","26.075962697095584","28.30433309319517","30.49163159398227","23.493150889107184","57.13801997461948","60.28018386067266","56.00161923983456","56.394797992053874","51.471623881037836","52.92126546947515","46.06360761658364","45.44311615504496","46.24961081378121","28.64150531101735","36.96324051507432","41.05773402420381","32.514075902493055","37.39728633183222","36.190641457128336","31.243769961032097","28.11052769434459","28.10423540552693","33.888181150621676","31.194715735843495","36.29085746950142","38.64704898464325","28.058424260537652","23.95107587068985","24.164771337840428","25.893631264237683","33.19665160141183","27.62934806496292","15.912347115861218","24.537129146775147","35.67970166600455","34.80612114847354","29.522457320842307","56.86611024518861","60.362211970074576","56.35866820981923","50.895734471968666","50.5172957034604","51.784652020321715","44.784333290933695","42.8204701643896","43.93336341317896","37.83515404627491","26.39845939051478","37.77775735466966","40.906945716499344","29.860082710682438","25.510567517687697","30.958454136317087","25.783296277053406","36.47327338411767","32.30032042793611","28.202424714962557","32.63676849299833","30.838952929398424","28.1375007191989","34.76288037305385","33.61939027613864","31.998607100766424","27.53265935231032","28.4061807610708","34.0619314872193","37.721534729893165","32.05938824782708","35.03746482928874","24.64289974393178"
,"57.26201112399941","58.010369259046975","53.48750870432781","52.90870651238012","48.421648690532585","45.883190690687876","39.992950441563046","43.6322047664894","46.19227219773395","29.454177962150045","30.796216756519396","27.022198036172274","17.17799914304451","26.994273876874697","23.65379464669485","27.76083601884166","25.399222573862186","23.601973509211525","31.60343653209278","23.7457584382881","26.501205217478006","30.047768564903834","12.67950971591354","17.46467241917454","19.350437076465585","26.304907604362903","25.84017595867742","32.115201826928704","18.709750051259473","33.22455374163493","27.0318625435378","31.585326439774224","14.564144730389026","58.56835541200324","54.69628437666289","52.54433197021725","55.13462175272311","54.212452366063026","53.90638156847135","40.59777820213004","44.82839965710368","37.55314263874141","33.351010129134366","30.249773727001653","28.630382485158247","34.805513332995","27.177835080867673","23.478306969117604","24.33722717165127","19.8759042490839","27.344011807914583","22.645463306502375","29.132398952351437","23.022107506646595","20.101696473318754","31.441221226324675","28.660676234554007","17.740159269542502","27.08097056953588","26.558473171485556","21.78977691894923","19.096196867518202","24.914475205187934","27.99333353804564","30.69760892010373","23.602816161135607","57.14675072850571","60.36747518751902","55.82546615917227","56.57753803566209","51.60005915867598","53.26049846863004","46.27560924532348","45.39970229539869","46.07344012621666","28.989898659106338","37.04833071798139","40.30462350068435","32.754891430665545","37.63929508149113","36.206482466246","31.42141730435327","28.14767028762243","28.36297298414359","34.34579358072555","31.44829674706536","36.757820870344375","38.96298955368123","28.071941582626376","23.986357427116815","24.320278940102593","24.685865155697783","32.65212427441149","26.219630426024395","16.00396348339511","23.929583024293322","35.46651292144788","35.26862280588372","29.69791800978745","56.45375107060233","60.257472362205796","56.350959751308295","51.08427544466754","50.48552228222928","52.19676132771077","45.421822528877634","42.78356539727149","43.616858576005754","36.81995741336624","26.69666889229678","38.039828852493805","41.01860298950913","30.093342136061853","25.33581310537241","31.131139168571796","25.81982483726949","35.93757474862491","32.76756987995989","28.291779693041136","32.48561936863303","30.621583035050136","28.4405652013572","34.29902900123557","32.52384537402005","32.15380732625113","27.65492907255854","28.704374900560218","33.7647727561657","37.75253995722363","32.26323638736528","34.953030109930744","24.078955842467884"
,"57.18146054879925","58.478364265745014","53.93819716973015","52.32770931819247","48.09701718378182","46.53326359296304","40.460471724887604","43.429605345378114","46.83040164152733","29.514187468068446","30.175348730752486","27.34522558115512","17.380318794739342","25.591218148118056","23.436506879717435","27.997684665833738","25.711651680186698","22.7486419618203","31.610360512041463","23.464250908582933","26.94221595014804","29.666186450103275","12.845786932453167","17.586391138176072","19.380207202186313","26.67634984300351","25.693934314424986","31.357406927272347","18.018565270169777","33.474081612638685","27.07098917881678","31.76971803636813","14.696990643805547","58.9957535911497","55.02468300386475","52.73481025894354","54.547845192911474","53.480004280948776","53.22368182457547","39.78486124749072","44.954627578258076","38.049913359402964","33.60253996082038","30.569181110765662","28.906406235142644","34.97776291572348","27.37668032489545","23.704742005143377","24.48449914511977","20.01072060788297","27.453853599589436","22.951985462841595","27.80180196655856","23.19935490379496","20.292401366283528","31.772267083076223","28.619012073949843","17.21566292441391","26.29357384765373","26.64986879524604","21.727769647847797","18.3928266442989","24.944428740401957","28.1416693269661","30.640708666458405","23.878462241130464","57.08323812273273","60.494386177048824","55.92855657599889","56.53455518022974","51.85112505368419","53.94692712450091","46.67315073362978","45.651651269640624","46.390181149146116","28.039701157235687","37.580469342459786","40.6296045192572","33.22126878247992","37.09880868436908","36.2761171732472","31.34252362334356","27.346819845570693","28.438847038291428","34.20401896272471","30.327072440482866","36.63864341533596","39.025704651303975","28.244127218449453","23.512074686975794","24.38884190368906","24.497878797156417","32.915048591263655","26.41480733454589","15.776326063386845","23.466315305516265","35.801387794037815","35.53914409450085","29.46161209988508","56.732852311155206","59.703736998794476","56.31761771777604","51.59252494064838","50.53153679090164","51.69615656784107","43.94039947427864","42.821869829623644","44.25545773805993","36.134242982981746","26.769222079558933","38.35829948089252","41.09318825515434","30.114370382005745","25.338039070126225","31.471695708794435","25.844937653154894","36.10955748204204","33.11172994601634","27.88495481415597","32.779481822891604","30.16158814744584","28.719036988327964","34.60808267613223","32.492481152031964","31.85384750202604","27.322446584489633","28.950043798745167","34.14320034875034","37.37178068112558","32.32880074711616","34.5351866626008","23.658229489518135"
,"57.42625963505825","58.422404622730205","53.203323756759","52.825087276935584","48.08355779230953","46.99427024882081","40.982192058578136","43.32513707597614","46.94266362272464","29.095340990593595","30.669249433031617","26.65923942808496","16.459158033883547","25.49054978009457","22.716001479937404","28.104411037722475","26.077577174627507","22.704841881941356","30.94646301451294","23.702374752374745","27.031522336078368","28.556238355142742","12.972438430442752","17.689034697618123","18.573464706110514","26.560760402055166","25.99602299578595","30.22826622135609","17.557337680119026","32.76709039880255","26.47062757786618","32.2120396741425","14.344653191727911","58.657840247977944","54.89492177366934","52.54751802019096","54.926809226615724","54.10791328579526","53.29096805306115","39.955307235393356","44.95013986651754","38.593039551645425","33.06304478498716","30.57799173851555","28.911172127086875","35.27130844295115","27.513793285666853","23.506673923816468","22.707035524299965","20.250924622181532","27.479663868797928","22.694664471615678","27.42022228686374","23.20202129633666","20.428193703259016","31.654671790175158","28.849846872960672","17.09453514890979","26.672058005431914","26.853079491001626","21.941245274131838","18.300766011924956","25.067028560088048","27.023496968962487","29.479403971759876","23.88748321054907","57.06845212695054","60.44694410244206","56.3248283697304","56.607833889876225","52.54890066777418","54.128873173531154","47.30263295309594","45.899794479767124","46.71425347549876","28.34878698251073","38.07946267798431","40.90758158899071","31.953305682814193","36.52297542214048","36.259805964630246","31.603894377254772","27.44803376644281","28.712239575047278","34.34520488495181","30.504330962373988","35.753334996674646","38.30167447352808","28.228273405826613","22.12325085959103","24.605673697678583","24.553418740070445","33.25861680418918","26.24908072241443","15.886153160327476","23.673932157558117","36.21872145028888","35.084625875541676","29.139254721276313","57.74812215796873","58.60516986805963","56.75329810236587","51.91010905803417","50.410832307418325","52.22613652329051","44.515993271002706","42.82011952755548","44.22622500313959","36.66834617040971","27.08581317362696","38.49805862124081","41.129505387220384","30.49953776457064","25.528335819557537","31.58486763096568","25.918129079319627","35.6745247426366","33.479014837713244","28.077061386556238","32.99554804526543","30.605655245763263","29.108957697892492","34.5528717291256","32.71852747963986","31.529068590647185","27.4480432230165","29.302943467625578","34.19267852155072","37.47254775334225","32.06821880710048","34.827777668696775","23.807212251769364"
,"57.76002356519839","58.536763327732416","53.57865791754309","53.25878554806419","48.13245959976233","47.32525653757427","40.212644366108584","42.114866479007695","46.89093895431009","28.987173109410364","30.512933800283534","26.407558169523565","16.646093000046434","25.7094244912059","22.78812832482807","27.993386690542884","25.927098390097793","22.852647408093123","31.180733895189128","23.80177405534805","27.3696750724149","28.63809009817686","12.540459195038196","16.636339555833747","18.862296192339418","26.123605906845036","24.08632320524612","29.34427831281136","17.66737618651946","33.016277066349105","26.5817030622136","32.70107736145119","14.454464457609944","58.3800656177091","55.30021913807226","52.48498438991851","55.02577069481944","54.02858654964147","52.875790739700015","40.61852157933525","44.56486907867863","39.15665760159049","33.446940864375925","30.849070469348664","29.104361389948707","35.52136028769481","26.97677781347422","23.474009079264846","22.82998387554221","19.104850975585318","27.719444876383154","22.03079367332756","27.14504837500535","22.709950793015604","20.436289625610453","28.863941301288236","28.992538858818065","17.010388107724","27.047984156826924","25.40786859747321","20.92528379346478","17.92258630096445","24.869270480902358","27.009111127296304","29.805479068646083","23.9389791819165","55.58860800908407","60.14918128911947","55.88767106828575","56.97324319809756","52.80361002147686","54.64970827485158","47.687298845319376","45.86248717355191","46.93545053976272","28.71872365329676","37.931628116578246","41.3979958378119","32.138075616169495","36.64522607301218","36.07608853576671","31.900532329399027","27.788400013295902","28.433142263736414","34.49222820800046","30.739964363246926","36.10724354520236","35.84980065872009","28.23483606151668","21.90164354706452","24.307981102342346","24.650828398413314","33.36740657328638","25.890618622188484","15.997417598873092","23.595976830126663","36.303502579078724","35.01121484095283","28.937842222756682","58.62303178477995","58.746450741632216","56.089849090414695","52.04330584753841","50.11853508543553","52.18252036434834","45.045092329668684","43.01049074546979","44.70700227038621","37.22917029440535","27.37759609123485","38.79058712763726","41.42379830474679","29.94269206992675","25.725711138849746","31.613194125793147","24.976277509139123","35.94077943820748","33.831534756489866","27.992181316822442","33.250973071617764","29.80175012990928","28.682372030982442","32.847428182105276","32.92079497651707","30.76105665856382","27.557911995161646","29.664632267741077","33.940826075069815","37.934777582641324","32.30966247640026","35.139708518399104","23.930863395059617"
,"57.231175974222815","58.91150780413225","54.17432514302046","51.90649815956601","48.25601264875493","47.72266424816011","40.881741075584664","42.284613322391984","47.27880556782289","28.978321523457282","30.49481506816689","26.15465497581218","16.905159292974744","26.034183651428084","22.97178059451671","28.14222226088451","25.87515541009901","22.695657323458136","31.424157003067865","23.857193375292145","27.77070541308958","28.211172690781694","12.621953610016924","16.751333910356788","19.18841819071291","26.500577779718977","24.298699315310976","27.47511361150073","17.798841773259323","33.215053985326136","25.8735005070645","32.875770741047184","14.54102980225702","56.97517822417208","55.65358618351465","52.7777871685953","54.43208407719165","53.54760956095073","53.015048246360905","41.0990414780648","44.65830422855016","38.781004417339496","33.275351558078185","31.037122610746977","29.27882102160566","34.61625025937614","26.564050788670116","22.99134064001095","23.095689193009612","19.16811764042275","27.661769260174015","22.322273094841545","27.27369550347875","23.019204233879904","20.395826691481904","29.351065337604158","29.1427872674629","17.200860544713052","26.809986841900468","25.193397061192602","21.025554973923562","17.429509866932754","24.83773875459854","26.895514576821068","28.39956742532606","24.260395611070216","55.60984235580637","60.898574966391905","55.814348230710245","57.2131627308747","52.29351598769259","54.451010225975786","47.9205242825656","45.730777377059574","46.931442010959216","29.010201559118315","38.28884805587104","41.13689814719144","32.417291811384864","36.10951344226983","36.17028559441971","32.15161128224024","28.200442144789932","28.58674547887502","34.39841599371823","31.156176399762117","36.38597975033197","35.47850866091551","26.701557353538828","22.005514762373068","24.497999988433957","24.516279027709945","33.36169647173472","26.078756858697602","15.263836911618897","23.667818889882493","36.39518486147111","35.30628772219186","27.970635003565935","58.22573074831198","58.625177634497064","55.57075446737847","52.885912127219434","49.36774724017205","52.4268144369679","45.518278918808036","42.9409544540047","45.25481931364448","37.72431108412064","27.549780584512828","39.13744220265812","40.572053111598166","30.019458893800547","24.369117296970735","31.991594809226473","24.537903087232948","34.90346479742461","33.533350869110144","27.587122519501172","33.420990142404214","29.279478525735186","28.548132605887123","32.02370495733722","32.890830544292754","31.098478715564774","27.45465266445526","29.46478582995913","33.603349517435554","37.39376471623709","32.239149070795925","35.394453993570345","23.963125534714706"
,"56.54604061091863","58.42945633141492","54.7470087953298","52.23231976802183","48.21293923294552","48.57596944783877","41.11139525183872","42.24164205580822","46.79804112355881","29.02288385454604","30.90886509833905","26.52517606521558","16.97969392372238","26.11659565686813","23.277274082552577","27.213879151966932","25.46304043491478","22.07928354713549","30.488587418538263","23.953215277664388","27.38069562039803","27.412118116595853","12.452820153238092","16.231277692795185","18.926098627728436","26.45894179977438","24.59194663116369","27.55496259161115","17.93420653963515","32.99774611765638","25.724625840413044","33.18520682040181","14.401458853117346","57.34071518152562","55.920886595959615","52.50793197645171","54.49029173049888","54.43406463871424","53.67028788321963","41.22090400516954","45.064599873430744","39.319093495038324","33.753910791566035","31.44863788960127","29.338788295730637","34.72271602804358","26.852943594628968","22.93857858289998","23.052870248326958","19.477500103352547","27.843837827029635","22.472683973012046","26.869213894295104","22.878134724876208","20.5327298389682","28.996194070612415","28.18664960605052","17.09734180238667","26.555228384909665","24.814564835417066","19.58159451723429","17.55493307210602","25.10658229103587","26.971037936795515","28.36740839703846","23.34618847856606","54.63162474081587","61.023302503711335","56.02420249893343","55.386988009787075","52.224097258624795","54.431940862270494","48.47187687481899","45.998657491255194","47.08672543139866","29.342135932594353","38.50325166973432","40.844705673639716","32.449396356592814","35.59718100871648","36.454878608499904","31.939179841995514","28.2063815308288","27.75428042109616","34.54060919113296","31.466691812142","36.37078008451588","34.54800467685631","26.983491807223096","22.160080773667662","24.66796838732209","24.61813003745322","33.247240347534984","26.22674529880378","15.344396390109088","23.185027101369183","36.61875486275045","35.371032307147104","28.201987025461868","58.09274261414485","58.48455582889449","55.041372609482366","53.21264188955731","49.845539527677126","52.55405167139588","45.84331872354073","43.041388000168126","45.6472965161849","38.10447789344812","25.664588103810566","39.19712552112258","40.374420662299556","29.12419491771373","24.59720039749251","32.316674654278216","24.10385844909421","34.951849190920285","33.120122096033754","27.32057179640889","33.77804896230684","29.514361437568013","27.382557158661662","31.448013595724863","32.43245823126038","31.341158426600227","27.12909589397438","29.730551442248306","33.337570790794054","37.630182564942096","32.35554301681808","34.339529818451716","24.11885312326402"
,"57.18682147237872","58.66414788867348","54.087449149431166","52.38647934620967","48.06812021482712","48.8515635481874","41.58133777514172","42.13374241015159","45.891644812574455","29.33786196963689","31.407627996813616","26.689108222585414","17.16544468751861","26.079153209229673","22.960966201774234","27.371607705781866","25.65969146215916","22.21265471418976","30.58684324761049","24.44660628259531","27.412099955044088","26.509757640555012","12.147649173781044","16.059762862234983","19.116771673892842","26.685009517273485","24.940026835135946","27.170411686511933","17.88985128264327","33.50257661194778","25.44791527693853","33.287406089164485","14.58861380127849","56.47757871590529","56.284572340290495","52.40836726373295","55.07574582518529","53.68362272280827","53.522630179892786","41.486466624397984","45.21872478783971","39.88584314197178","33.081275058569716","31.798875050666357","28.774307501753622","33.72165986644901","26.26316519070076","23.179688540300152","21.978276689720236","19.536899329652336","27.801749868664157","22.504723548824565","27.05780535920366","22.9694808863381","20.741491238604393","28.854166883839632","28.565536078699445","17.162819958938893","26.0398851508579","25.1616209923059","18.89908615141887","17.694353425745682","25.391260255073764","26.7671457371528","27.14028549160647","23.335670194491353","54.54294414082065","60.58980609326546","55.84057689016501","54.93990495779823","52.48802796655806","54.28238983693192","48.93575507193656","45.294176819795915","47.0115036893895","27.68777326113308","38.99249871039984","40.510877608925625","32.785934924187565","35.9760009870559","36.648151331870864","31.852512727091074","27.425324661704042","27.986113810037345","34.779243283448075","31.82994156175888","32.56490125769446","34.82137644872219","26.648329934378705","22.026551952580196","24.843145863305434","23.989430690101187","32.371473517811665","25.667320732842793","14.56414687213479","22.961546000602176","36.79609660275283","35.895037530393246","28.43787538277922","58.549676352774924","58.80173942688732","55.38344559657882","53.774486077478365","49.159398734605844","53.362592565107185","45.115425463369675","43.23352200051754","45.85840746522319","36.79762885157185","24.9927932824487","38.933994484169055","38.719867641248044","29.168205262064465","24.745870922442375","32.62733522993362","24.42014716383022","34.9945216731074","33.314524104443386","25.942892430937565","34.00332701329032","29.471625271342628","26.908855222752578","31.68618625605686","32.209516830340654","30.528364549260925","26.912456738256942","29.92851097410254","32.40020079187386","38.147630959887955","32.721704432683836","34.5889048680484","23.177473521238113"
,"55.51302016911162","58.73126000393186","53.96558683812143","52.735444800426116","47.893763713673856","49.17962860953518","42.11527505702912","42.301252195513335","46.004213875297204","29.005821510239564","31.623688658492487","26.887850747750466","17.40001055727823","24.24332986612041","22.910900469011494","27.136756341552836","25.160366892772384","22.543380103380017","30.741223012946353","23.35911659118433","27.01036062877775","26.709030188881574","12.084606099136002","15.790986535028171","19.247851050709265","26.773699551651383","23.559820744177863","27.240323240519817","16.46192298575428","33.74155525203121","25.434486488263833","33.72950607609545","14.386232648156952","56.859667574714294","56.993197349664165","52.628902270146256","55.27007922818926","53.657696628425576","53.94447134644532","42.006882911996506","43.61144846436075","40.079546941180375","33.43066249822442","32.024225249206296","29.013458477335515","33.540888816465625","25.73851940317344","23.474255428596148","21.765882649033454","18.540320263539257","28.167383788341294","22.70347005219388","27.17714075184085","22.50531865266741","20.84995066169301","28.302812747876576","28.12887923411938","15.217998799650413","26.438316046705406","24.495499181359264","19.082659572245724","17.550484575705198","25.50315734453857","26.33354654330892","27.3546005137287","23.27897078528364","53.53827365677152","60.82183741903695","55.962051295161295","54.99166215865626","52.96264786557599","53.54561002365405","49.04842441883727","45.74981558909014","47.60639326951699","27.995515942755798","38.557073936547994","38.16266242787107","33.15600118944005","36.32503408147362","36.698893841516714","32.104366875808566","27.661067659435023","28.204759130787966","34.95086641322854","31.798674769671216","32.13950978340742","35.09081308654748","26.720497044071347","21.787146999869723","24.883952971901415","24.009280360526237","32.2709809661569","25.372761153613343","13.7078942940897","23.13309163688674","37.0151760252177","35.496606711707415","26.517870463241163","58.88147147577451","59.19052738421592","55.919736900912795","53.24942483858658","49.59787748973876","53.54622381209665","44.28172124675527","43.749768792251764","46.09535372324839","37.309694843820964","25.352396684405704","38.09361611564911","37.65224248545393","29.588981610170695","24.095010842800598","33.002923775820676","24.566815168065713","34.94686478697287","33.560548011813054","25.380045554532547","34.29309809839927","29.775800859138936","26.202983992126622","31.81376295131334","32.568893153996704","28.341351794245973","25.25170804638599","30.03882510617112","32.57912814304442","38.52657123498211","32.56700786049292","34.401868572097094","23.2763602993966"
,"56.08002894739195","57.423658375579265","54.3036489649439","51.998487499261536","47.62232818186974","49.69636529736074","42.49920015832885","42.17221824898841","46.25540445426209","29.20649789430883","31.36576784557614","26.522531773681603","17.232078996473113","23.884935063748475","23.126334129146667","27.095241765230433","25.333603809569276","22.423030885815095","31.024733746364426","23.311496006434467","27.369853080718762","26.33061790628836","12.176695894523522","15.928726688346266","18.40987284113082","27.049609656686194","23.317598363421684","27.342100535182222","16.60726611701177","34.03001236746447","25.68386225721005","34.05490957821279","14.478547082225912","56.57406121932484","57.09664435862897","53.07128903715602","55.63686126420477","54.34711756421057","54.15808717117612","41.708944702924235","44.02620970590466","40.68242687479233","33.382549138293165","32.082780207968476","29.347258561640437","33.89445215618423","26.025942164624535","23.626920792927418","21.97412214739132","18.793260929854025","28.346176849331847","23.03875941796555","27.10708995380708","22.74840060984163","20.887355728284348","27.813064557104493","27.155193248510017","15.393603140736605","26.41737743145703","24.459877151488378","19.3109917688963","17.223938670835913","25.2725795960192","26.479452487103874","27.76799592912018","23.460495313119505","53.49117851228052","59.82226263795496","56.31203586206949","55.17135093177903","53.39854903887447","54.204304865406016","49.373011077593496","46.28447003887926","47.120789229962185","27.889245456379633","37.8837536683577","38.6274501286694","32.93578779837356","36.57120277799003","36.728922688905214","31.39993664512388","27.233637140468076","28.44741765999913","35.35890940877885","32.12113037289163","32.507522821225145","35.02659365815492","26.334063341927582","20.622211057535896","24.646883555722027","24.26689561177521","30.530088868975362","25.49420527543909","13.842379908829445","21.948891213512","36.97826773595666","35.8721603507738","26.703729791460766","59.22884925913189","59.641763442507965","56.32818819014601","53.257552367931325","50.00046283551243","53.5826108135273","44.711194989368664","43.53852587230862","46.29642408902715","37.62025419477119","25.111947837961004","38.120434589589955","36.93303863933093","29.628045839829632","24.317751470015963","33.42756355126396","24.82363707657569","34.329072242828346","32.63845742436178","23.820761379867417","33.79192695297171","29.96923664625353","26.538446426169706","31.99824318471787","32.144714529288606","28.265017928617915","25.44246148919443","29.866767585070313","32.841757146363236","38.47513278430097","32.70643965491508","34.53407496176992","23.47744044039491"
